Loaded HAL Components:
ID      Type  Name                                            PID   State
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.003.in
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.003.in_not
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.004.in
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.004.in_not
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.005.in
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.005.in_not
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.006.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.006.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.006.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.007.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.007.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.007.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.008.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.008.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.008.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.009.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.009.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.009.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.010.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.010.in_not
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.011.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.011.in_not
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.012.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.012.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.012.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.013.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.013.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.013.out
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.014.in
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.014.in_not
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.015.in
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.015.in_not
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.016.in
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.016.in_not
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.017.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.017.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.017.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.018.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.018.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.018.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.019.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.019.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.019.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.020.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.020.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.020.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.021.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.021.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.021.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.022.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.022.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.022.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.023.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.023.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.023.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.024.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.024.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.024.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.025.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.025.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.025.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.026.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.026.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.026.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.027.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.027.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.027.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.028.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.028.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.028.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.029.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.029.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.029.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.030.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.030.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.030.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.031.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.031.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.031.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.032.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.032.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.032.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.033.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.033.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.033.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.034.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.034.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.034.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.035.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.035.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.035.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.036.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.036.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.036.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.037.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.037.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.037.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.038.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.038.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.038.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.039.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.039.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.039.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.040.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.040.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.040.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.041.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.041.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.041.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.042.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.042.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.042.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.043.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.043.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.043.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.044.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.044.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.044.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.045.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.045.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.045.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.046.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.046.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.046.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.047.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.047.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.047.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.048.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.048.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.048.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.049.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.049.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.049.out
    32  bit   OUT          TRUE  hm2_7i76e.0.gpio.050.in
    32  bit   OUT         FALSE  hm2_7i76e.0.gpio.050.in_not
    32  bit   IN          FALSE  hm2_7i76e.0.gpio.050.out
    32  bit   IN          FALSE  hm2_7i76e.0.led.CR01
    32  bit   IN          FALSE  hm2_7i76e.0.led.CR02
    32  bit   IN          FALSE  hm2_7i76e.0.led.CR03
    32  bit   IN          FALSE  hm2_7i76e.0.led.CR04
    32  bit   OUT          TRUE  hm2_7i76e.0.packet-error
    32  bit   OUT          TRUE  hm2_7i76e.0.packet-error-exceeded
    32  s32   OUT            10  hm2_7i76e.0.packet-error-level
    32  s32   OUT             0  hm2_7i76e.0.read-request.time
    32  s32   OUT            69  hm2_7i76e.0.read.time
    32  u32   OUT    0x00000000  hm2_7i76e.0.sserial.port-0.fault-count
    32  u32   OUT    0x00000003  hm2_7i76e.0.sserial.port-0.port_state
    32  u32   OUT    0x00000000  hm2_7i76e.0.sserial.port-0.port_state2
    32  u32   OUT    0x00000000  hm2_7i76e.0.sserial.port-0.port_state3
    32  bit   IN           TRUE  hm2_7i76e.0.sserial.port-0.run
    32  bit   IN           TRUE  hm2_7i76e.0.stepgen.00.control-type
    32  s32   OUT             7  hm2_7i76e.0.stepgen.00.counts
    32  float OUT             0  hm2_7i76e.0.stepgen.00.dbg_err_at_match
    32  float OUT             0  hm2_7i76e.0.stepgen.00.dbg_ff_vel
    32  float OUT             0  hm2_7i76e.0.stepgen.00.dbg_pos_minus_prev_cmd
    32  float OUT             0  hm2_7i76e.0.stepgen.00.dbg_s_to_match
    32  s32   OUT             0  hm2_7i76e.0.stepgen.00.dbg_step_rate
    32  float OUT             0  hm2_7i76e.0.stepgen.00.dbg_vel_error
    32  bit   IN          FALSE  hm2_7i76e.0.stepgen.00.enable <== enable
    32  float IN              0  hm2_7i76e.0.stepgen.00.position-cmd
    32  float OUT    0.00757312  hm2_7i76e.0.stepgen.00.position-fb ==> pos-fb
    32  float IN              0  hm2_7i76e.0.stepgen.00.velocity-cmd <== output
    32  float OUT             0  hm2_7i76e.0.stepgen.00.velocity-fb ==> speed_rps
    32  bit   IN          FALSE  hm2_7i76e.0.stepgen.01.control-type
    32  s32   OUT             0  hm2_7i76e.0.stepgen.01.counts
    32  float OUT             0  hm2_7i76e.0.stepgen.01.dbg_err_at_match
    32  float OUT             0  hm2_7i76e.0.stepgen.01.dbg_ff_vel
    32  float OUT             0  hm2_7i76e.0.stepgen.01.dbg_pos_minus_prev_cmd
    32  float OUT             0  hm2_7i76e.0.stepgen.01.dbg_s_to_match
    32  s32   OUT             0  hm2_7i76e.0.stepgen.01.dbg_step_rate
    32  float OUT             0  hm2_7i76e.0.stepgen.01.dbg_vel_error
    32  bit   IN          FALSE  hm2_7i76e.0.stepgen.01.enable
    32  float IN              0  hm2_7i76e.0.stepgen.01.position-cmd
    32  float OUT             0  hm2_7i76e.0.stepgen.01.position-fb
    32  float IN              0  hm2_7i76e.0.stepgen.01.velocity-cmd
    32  float OUT             0  hm2_7i76e.0.stepgen.01.velocity-fb
    32  bit   IN          FALSE  hm2_7i76e.0.stepgen.02.control-type
    32  s32   OUT             0  hm2_7i76e.0.stepgen.02.counts
    32  float OUT             0  hm2_7i76e.0.stepgen.02.dbg_err_at_match
    32  float OUT             0  hm2_7i76e.0.stepgen.02.dbg_ff_vel
    32  float OUT             0  hm2_7i76e.0.stepgen.02.dbg_pos_minus_prev_cmd
    32  float OUT             0  hm2_7i76e.0.stepgen.02.dbg_s_to_match
    32  s32   OUT             0  hm2_7i76e.0.stepgen.02.dbg_step_rate
    32  float OUT             0  hm2_7i76e.0.stepgen.02.dbg_vel_error
    32  bit   IN          FALSE  hm2_7i76e.0.stepgen.02.enable
    32  float IN              0  hm2_7i76e.0.stepgen.02.position-cmd
    32  float OUT             0  hm2_7i76e.0.stepgen.02.position-fb
    32  float IN              0  hm2_7i76e.0.stepgen.02.velocity-cmd
    32  float OUT             0  hm2_7i76e.0.stepgen.02.velocity-fb
    32  s32   IN              1  hm2_7i76e.0.stepgen.timer-number
    32  bit   I/O         FALSE  hm2_7i76e.0.watchdog.has_bit
    32  s32   OUT            39  hm2_7i76e.0.write.time

Pin Aliases:
 Alias                                            Original Name

Signals:
Type          Value  Name     (linked to)

Parameters:
Owner   Type  Dir         Value  Name
    32  float RW           36.3  hm2_7i76e.0.7i76.0.0.analogin0-scalemax
    32  float RW           36.3  hm2_7i76e.0.7i76.0.0.analogin1-scalemax
    32  float RW           36.3  hm2_7i76e.0.7i76.0.0.analogin2-scalemax
    32  float RW           36.3  hm2_7i76e.0.7i76.0.0.analogin3-scalemax
    32  u32   RW     0x00000100  hm2_7i76e.0.7i76.0.0.enc0.counts-per-rev
    32  float RW              1  hm2_7i76e.0.7i76.0.0.enc0.scale
    32  u32   RW     0x00000100  hm2_7i76e.0.7i76.0.0.enc1.counts-per-rev
    32  float RW              1  hm2_7i76e.0.7i76.0.0.enc1.scale
    32  u32   RO     0x00000000  hm2_7i76e.0.7i76.0.0.encmode0
    32  u32   RO     0x00000000  hm2_7i76e.0.7i76.0.0.encmode1
    32  float RW           36.3  hm2_7i76e.0.7i76.0.0.fieldvoltage-scalemax
    32  u32   RW     0x00000001  hm2_7i76e.0.7i76.0.0.hwrevision
    32  u32   RO     0x00000000  hm2_7i76e.0.7i76.0.0.nvencmode0
    32  u32   RO     0x00000000  hm2_7i76e.0.7i76.0.0.nvencmode1
    32  u32   RO     0x1A000229  hm2_7i76e.0.7i76.0.0.nvunitnumber
    32  u32   RO     0x00000032  hm2_7i76e.0.7i76.0.0.nvwatchdogtimeout
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-00-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-01-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-02-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-03-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-04-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-05-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-06-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-07-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-08-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-09-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-10-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-11-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-12-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-13-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-14-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.output-15-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.spindir-invert
    32  bit   RW          FALSE  hm2_7i76e.0.7i76.0.0.spinena-invert
    32  float RW            100  hm2_7i76e.0.7i76.0.0.spinout-maxlim
    32  float RW              0  hm2_7i76e.0.7i76.0.0.spinout-minlim
    32  float RW            100  hm2_7i76e.0.7i76.0.0.spinout-scalemax
    32  u32   RW     0x0000000E  hm2_7i76e.0.7i76.0.0.swrevision
    32  bit   RW          FALSE  hm2_7i76e.0.encoder.00.counter-mode
    32  bit   RW           TRUE  hm2_7i76e.0.encoder.00.filter
    32  bit   RW          FALSE  hm2_7i76e.0.encoder.00.index-invert
    32  bit   RW          FALSE  hm2_7i76e.0.encoder.00.index-mask
    32  bit   RW          FALSE  hm2_7i76e.0.encoder.00.index-mask-invert
    32  float RW              1  hm2_7i76e.0.encoder.00.scale
    32  float RW            0.5  hm2_7i76e.0.encoder.00.vel-timeout
    32  bit   RW          FALSE  hm2_7i76e.0.gpio.006.invert_output
    32  bit   RW          FALSE  hm2_7i76e.0.gpio.006.is_opendrain
    32  bit   RW          FALSE  hm2_7i76e.0.gpio.006.is_output
    32  bit   RW          FALSE  hm2_7i76e.0.gpio.007.invert_output
    32  bit   RW          FALSE  hm2_7i76e.0.gpio.007.is_opendrain
    32  bit   RW          FALSE  hm2_7i76e.0.gpio.007.is_output
    32  bit   RW          FALSE  hm2_7i76e.0.gpio.008.invert_output
    32  bit   RW          FALSE  hm2_7i76e.0.gpio.008.is_opendrain
    32  bit   RW          FALSE  hm2_7i76e.0.gpio.008.is_output
